"Previsioni probabilistiche della popolazione residente per sesso, età e regione - base 1.1.2017 - Anni 2017/2065"
"Anno: 2017 - Ripartizione: Italia"
"Maschi"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
56;314415;325155;344441;366615;388182;408122;419705;
57;312929;323261;342300;364054;385154;405053;416251;
58;314610;324697;343373;364682;385346;404802;415931;
59;312039;321924;340253;361159;381285;400543;411395;
60;310097;319599;337640;357947;377625;396308;406993;
61;312633;321963;339565;359429;378477;396833;407266;
62;317633;326578;343897;363093;381638;399260;409763;
63;311853;320428;337445;355923;373863;390903;401019;
64;315707;323979;340333;358219;375592;391867;401969;
65;316271;324531;340096;357364;374006;389951;399657;
66;315103;323246;338453;354912;371090;386206;395290;
67;312390;320381;334971;350586;365960;380299;388697;
68;311395;318882;332818;347746;362298;375876;384128;
69;312325;319389;332609;346811;360670;373467;381393;
70;319513;326684;339005;352482;365595;377612;385536;
71;313934;320875;332279;344976;357305;368703;376193;
72;314201;320765;331615;343564;355225;365775;372996;
73;306641;312782;322911;334235;345172;355080;362070;
74;306830;312638;322129;332966;343204;352611;359347;
75;293497;299331;308128;318374;328040;336854;343160;
76;287666;293233;301541;311309;320339;329004;334616;
77;287384;292890;300948;310456;319189;327651;332674;
78;283258;288447;296338;305625;314074;322238;327136;
79;278124;282761;290814;300012;308530;316533;321169;
80;274508;279690;287902;297250;306090;313824;318449;
81;262905;268714;277004;286488;295428;303524;308098;
82;255416;261345;270233;280322;289736;298224;302951;
83;244427;251285;261058;271773;281879;290697;296001;
84;238178;245438;256422;268260;279593;289252;295190;
85;223455;231307;243295;256307;268806;279095;285451;
86;209025;217609;230671;244859;258397;269910;276998;
87;193245;201805;216247;231655;246531;259234;267460;
88;173370;182612;197880;214435;230568;244667;253188;
89;145310;154254;169649;186257;202784;217164;225851;
90;120783;129779;145017;161704;178415;193532;202655;
91;97656;105984;120452;136844;153449;168801;177948;
92;75744;83138;96567;112013;127811;142800;151566;
93;58862;65556;77951;92562;107720;122429;130984;
94;42661;48388;59135;72087;85862;99529;107471;
95;29849;34580;43602;54830;67098;79457;86751;
96;20247;24033;31427;40917;51671;62625;69194;
97;12975;15783;21531;29151;38055;47447;53088;
98;8069;10091;14410;20381;27570;35441;40345;
99;4462;5747;8615;12760;17934;23795;27593;
100;2438;3242;5109;7941;11632;15955;18828;
101;1281;1765;2929;4797;7340;10451;12583;
102;626;895;1574;2722;4378;6477;7977;
103;290;429;805;1477;2505;3864;4873;
104;122;188;377;738;1322;2137;2760;
105;50;80;172;361;684;1167;1546;
106;18;31;72;163;331;597;809;
107;6;11;28;69;149;285;398;
108;2;4;10;27;63;129;185;
109;1;1;3;10;24;53;79;
110 e oltre;0;0;1;5;13;32;50;
Totale;23450545;24185533;25570792;27209764;28752164;30294261;31168738;
"Femmine"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;144277;155684;176557;205090;233032;259195;275149;
1;145338;156125;177042;205161;232764;258627;274151;
2;146213;156847;177791;205493;232362;258239;272793;
3;147404;157906;178579;205532;232057;257779;271739;
4;148654;159109;179345;205929;231953;257040;271187;
5;149673;160456;180338;206454;231969;256673;270354;
6;151086;161833;181371;206998;231913;256175;269997;
7;152394;163328;182577;207841;232174;255828;269987;
8;154252;165150;184087;208949;232746;256187;270012;
9;156146;167034;185839;209871;233428;256375;269871;
10;158254;169105;187586;211234;234432;256757;269725;
11;160581;171493;189512;212860;235531;257309;269990;
12;163077;173996;191694;214611;236889;258345;270807;
13;166049;176776;194107;216594;238586;259394;271923;
14;169062;179754;196808;219056;240725;260970;273151;
15;172235;182675;199630;221530;242946;262462;274494;
16;175711;185646;202482;223992;245265;264237;275788;
17;178999;188679;205480;226733;247444;266214;277604;
18;182274;192095;208506;229833;250147;268622;279833;
19;185863;195631;211837;232924;253160;271287;282401;
20;189706;199236;215525;236334;256243;274453;285325;
21;193207;203129;219262;240174;260049;278164;288986;
22;196950;206937;223058;243866;263813;282086;292193;
23;200567;210620;227037;247702;267633;285909;295741;
24;204302;213983;230736;251447;271577;289963;299939;
25;207299;217385;233685;254723;274769;293036;303759;
26;209822;220040;236708;257708;277832;296365;306627;
27;211646;222076;239068;260295;280330;298820;309837;
28;213470;223828;240919;262524;282785;301489;312223;
29;214915;225037;242806;264275;284950;303596;314043;
30;216507;226447;244064;265938;286711;305175;315961;
31;217722;227482;245384;267267;288013;306332;317358;
32;218852;229129;246781;268657;289213;307807;318637;
33;219751;230163;248102;269854;290895;308992;320133;
34;221121;231512;249642;271236;292347;310245;322126;
35;222347;232568;250709;272364;293545;311307;323601;
36;223279;233837;251937;273894;294743;312585;325481;
37;224781;235429;253337;275230;295983;314233;326731;
38;226817;237014;255337;276885;297331;315931;328464;
39;228237;238402;256705;278368;298773;317590;329886;
40;230046;240145;258246;280007;300514;319222;331234;
41;232047;241986;260130;281913;302546;321188;332766;
42;234117;243902;262133;283654;304063;323191;333901;
43;235830;245375;263679;284987;305559;323817;334949;
44;236283;245520;264115;285121;305959;323656;334846;
45;236738;246003;264544;285251;305916;324181;334802;
46;240579;250605;268904;289438;309603;328184;340243;
47;249400;259327;277738;298302;318341;336971;349217;
48;258112;267996;286309;306949;327087;345607;357898;
49;263698;273600;291793;312425;332576;350818;363247;
50;275020;285131;303177;323866;343949;362212;374528;
51;280573;290549;308528;329145;349184;367420;379534;
52;287925;297966;315946;336376;356382;374193;386307;
53;292807;302809;320732;340986;360834;378523;390650;
54;296805;306853;324540;344615;364189;381999;393840;
55;295440;305252;322932;342822;362280;380038;391611;
56;295600;305284;322791;342421;361566;379196;390573;
57;293851;303526;320498;339947;358854;376162;387256;
58;297722;307078;323838;343111;361722;378749;389496;
59;295424;304742;321031;340041;358360;375130;385493;
60;293911;302934;318984;337601;355539;372104;382221;
61;296117;304950;320723;338836;356435;372684;382401;
62;300101;308528;324205;341850;359159;374822;384188;
63;295613;303832;319224;336415;353378;368535;377637;
64;295151;303130;317982;334734;351219;365846;374646;
65;294463;302254;316516;332774;348692;362957;371396;
66;294501;301738;315518;331328;346774;360587;368602;
67;292821;299655;312959;328231;343057;356480;364101;
68;295012;301662;314455;329088;343297;356271;363441;
69;300253;306802;318847;333024;346648;358852;366011;
70;309749;315987;327569;341245;354219;365892;372854;
71;307400;313589;324559;337634;350055;361087;367726;
72;310682;316527;327101;339489;351308;361636;368046;
73;309197;315059;324952;336774;348020;357840;363808;
74;313712;319244;328992;340164;350929;360176;365954;
75;306116;311260;320833;331279;341519;350299;355785;
76;305024;310189;319138;329187;338993;347299;352651;
77;311566;316625;325403;335104;344513;352520;357747;
78;312703;317810;326069;335574;344755;352471;357260;
79;312841;317592;325861;335284;344295;351948;356279;
80;317216;322360;331013;340161;349048;356628;361019;
81;312635;317884;326676;335873;344715;352238;356847;
82;310148;315272;324465;334055;342898;351029;355945;
83;309876;314956;324719;335085;344541;352957;358432;
84;311914;317545;328336;339650;349874;359423;365183;
85;306262;312142;324214;336863;348147;358994;365242;
86;300011;307100;320511;334527;347446;359280;366472;
87;291036;299284;314392;330101;344927;358537;366634;
88;275775;285478;302495;320309;337236;352936;361566;
89;246049;256495;274613;293915;312186;329210;338728;
90;217779;228725;248446;269180;289187;307768;318262;
91;189760;200945;221854;243889;265558;285611;297151;
92;158114;169284;190252;212638;234837;256117;268455;
93;133266;144853;166263;189266;212925;235417;248512;
94;105933;116743;137256;159818;183463;206322;219443;
95;82681;92275;111935;133609;156771;179839;193444;
96;62144;70689;88598;108863;131175;153632;167048;
97;44765;52019;67562;85936;106694;128019;140736;
98;31451;37430;50635;66944;86058;105930;118145;
99;19741;24115;34152;47088;62813;79687;90264;
100;12184;15261;22742;32856;45673;59872;69032;
101;7245;9398;14756;22378;32499;44098;51843;
102;4042;5453;9052;14464;22041;31005;37231;
103;2150;3013;5336;9022;14475;21173;25977;
104;1053;1552;2925;5258;8911;13629;17100;
105;505;776;1563;3011;5404;8692;11169;
106;224;358;781;1617;3079;5228;6926;
107;93;154;366;820;1670;3001;4089;
108;36;63;162;393;858;1638;2307;
109;12;23;64;171;403;815;1191;
110 e oltre;6;12;38;116;316;707;1115;
Totale;23842688;24568890;25898650;27420299;28989577;30366680;31107098;
"Totale"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;297608;321157;364137;423013;480602;534542;567460;
1;300118;322290;365471;423438;480377;533648;565601;
2;302153;324272;367110;424377;479720;533052;563087;
3;304747;326424;369139;424691;479638;532507;561224;
4;307420;329062;370617;425727;479449;531150;560337;
5;309806;332078;372946;427013;479856;530468;558966;
6;312996;334985;375526;428329;479817;529668;558324;
7;315857;338384;378120;430254;480576;529321;558361;
8;319350;342254;381490;432725;482053;530252;558858;
9;323825;346366;384994;434817;483673;530773;558699;
10;327980;350776;388712;437831;485682;532204;558696;
11;333370;356073;392847;441408;488388;533192;559642;
12;338763;361549;397842;445277;491414;535574;561965;
13;344642;367290;402819;449672;495158;538329;564220;
14;351839;373478;408998;455120;499804;542074;567300;
15;358507;379956;414968;460668;504752;545777;570254;
16;366564;386481;421516;466260;509836;549995;573685;
17;373526;393459;427639;472448;515404;554466;578119;
18;380296;400885;434877;479282;521519;559742;583565;
19;388157;407901;442034;485883;527981;565812;589122;
20;395210;415433;449190;492857;534495;572204;595174;
21;403066;423283;456558;500456;542169;579455;601725;
22;410278;430716;464505;507591;549264;586685;608130;
23;417596;437449;472109;515002;556396;594551;615425;
24;424209;444808;479108;522346;563785;601902;623506;
25;430236;451007;485645;528953;570528;608301;630416;
26;435309;456725;491727;535232;577072;615857;636519;
27;439634;461515;496678;540955;582750;621044;643740;
28;444112;465540;501496;546161;588431;627602;649858;
29;447736;469254;505332;550544;593840;632950;654906;
30;451512;472417;509090;554843;598252;636956;660029;
31;454407;474961;512521;558494;601716;640577;663962;
32;457166;478366;516081;562253;606213;644973;668736;
33;459586;481172;519909;565557;609894;648607;672928;
34;462831;484120;522705;569149;613987;652327;677664;
35;464894;486867;525213;572114;616951;655542;682459;
36;467955;489681;528406;575791;620566;658898;686389;
37;471492;492847;532009;578950;623571;662732;689742;
38;475211;495620;535673;582654;626573;667014;694190;
39;477201;499217;538795;585895;630044;671175;697527;
40;480819;503280;541843;589359;633868;674684;700576;
41;485535;506957;545979;593283;637694;678923;703407;
42;490164;511161;549737;596798;641479;682610;706414;
43;493101;513837;553354;599433;644569;684035;707564;
44;493242;514387;553996;599567;644523;683184;707948;
45;493528;515090;554724;599664;644235;684105;707634;
46;501163;521934;561599;606176;649664;689912;715903;
47;518874;540060;579749;624060;667469;708069;734046;
48;536227;557491;596569;640990;684370;724009;751050;
49;546414;567829;606023;650764;694166;733200;760129;
50;569182;590868;629168;673491;716873;756071;782114;
51;580149;601697;639784;683952;727182;765093;791811;
52;595217;617049;655076;698581;741245;779310;805335;
53;604652;626047;663637;706983;749315;787050;813087;
54;611713;632221;669868;712700;754529;792163;817205;
55;609254;630186;667229;709519;750816;788278;812240;
56;609968;630872;667166;709035;749788;787096;810560;
57;606565;626899;662606;704001;744259;781054;803953;
58;611887;631884;666969;707792;747208;783778;805908;
59;607342;626532;661353;701200;739798;775777;797325;
60;604160;622300;656514;695548;733314;768945;789537;
61;609012;626546;660075;698265;735009;769544;789888;
62;618395;635025;667944;704943;740611;774203;793869;
63;608122;624623;656560;692339;726847;759775;778462;
64;611015;627607;658368;692954;726215;758203;776298;
65;611361;627006;656600;690138;722254;753337;770511;
66;610463;625545;653931;686239;717279;746472;763205;
67;605973;620540;647949;678817;708501;736681;752829;
68;607048;621041;647140;676834;705032;731768;747582;
69;613073;626926;651439;679835;706495;732006;746707;
70;630032;643345;666739;693728;719243;743113;757052;
71;621874;634643;657057;682610;706618;728711;742600;
72;625861;637810;658731;683052;705964;726715;739800;
73;616703;628459;648187;671009;692558;712006;724504;
74;621821;633125;651507;673131;693595;711704;723644;
75;601441;612018;629381;649653;668993;686090;697408;
76;595107;604919;621124;640497;658710;674701;686020;
77;602461;612238;627229;645559;662632;677691;688733;
78;599976;609076;623462;641199;657195;671791;681578;
79;595872;604332;618227;635296;650773;665258;673642;
80;598432;607121;620512;637411;652293;666677;675307;
81;583791;592310;605471;622361;636711;651307;659531;
82;575203;583876;597265;614377;628729;643297;651380;
83;566723;574968;589195;606857;621922;636716;644539;
84;564485;573557;588841;607909;624081;639429;648153;
85;546175;556339;572939;593170;610693;626772;636276;
86;527904;539113;557421;579386;598861;616063;626277;
87;504822;517548;537643;561756;583419;602522;612985;
88;473182;486375;508469;534743;558714;579326;591928;
89;416903;430429;453151;480172;505717;527359;540230;
90;365609;378992;402912;430884;457996;481039;494852;
91;314618;327882;352357;380733;409161;433276;447625;
92;259530;272655;296789;324652;353439;378268;393115;
93;216994;229837;254152;281828;311788;336640;353082;
94;171582;183391;206320;231904;261392;286666;301771;
95;132407;143172;165068;188439;217037;241613;257067;
96;99261;108949;128669;149780;176729;200694;215015;
97;71136;79525;96446;115087;139536;162245;175486;
98;49733;56885;71330;87325;109428;130627;141980;
99;31207;36392;47586;59847;77585;95727;105425;
100;19397;23052;31341;40797;54936;69901;78544;
101;11644;14275;20178;27174;38329;50499;57639;
102;6597;8298;12264;17186;25398;34976;40740;
103;3575;4604;7186;10500;16390;23546;28035;
104;1785;2369;3910;5996;9917;14832;18237;
105;869;1189;2075;3372;5944;9360;11712;
106;391;559;1037;1781;3344;5543;7156;
107;165;245;487;889;1799;3141;4202;
108;66;101;215;420;917;1694;2357;
109;23;37;85;180;428;836;1210;
110 e oltre;11;19;51;121;330;728;1127;
Totale;47355218;48909748;51521969;54630062;57639206;60452567;62121952;
"Anno: 2064 - Ripartizione: Italia"
"Maschi"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;152724;164729;186915;218160;248278;276774;294176;
1;154066;165629;188097;218484;248330;276145;293516;
2;155070;166291;188811;218838;248136;275794;292682;
3;156262;167436;189708;219449;247845;275422;291558;
4;157670;168923;190888;219732;248190;275343;290539;
5;158986;170396;191885;220381;248269;274926;290122;
6;160789;171802;193256;221156;248390;274814;289707;
7;162290;173570;194659;221945;248632;274658;289570;
8;163711;175502;195968;223049;249173;274298;289311;
9;165766;177557;197893;224438;249976;274968;289558;
10;167969;179691;199714;225641;251027;275527;289636;
11;170299;182329;201684;227333;252199;275858;289825;
12;172840;185064;204075;229336;253683;276843;290756;
13;175843;188117;206619;231520;255496;278067;291863;
14;179630;191257;209664;234019;257627;279837;293397;
15;183135;194678;213142;237117;260432;282101;295327;
16;187183;198131;216548;240335;263245;284443;297546;
17;191299;202236;220241;243645;266442;287137;300017;
18;195381;206315;224133;247305;269937;290096;302601;
19;199590;210452;228048;251283;273641;293573;305955;
20;203607;214281;231881;255050;277382;297133;309349;
21;207321;218085;235842;258867;280867;300890;312481;
22;211224;221758;239924;262861;284905;304795;316065;
23;214867;225461;243883;266506;288629;308680;320139;
24;218125;229483;247337;270233;292324;312425;323959;
25;221472;232576;251062;273922;295970;316100;327612;
26;224076;235760;254339;277283;299395;319846;331337;
27;227393;238467;257296;280551;302765;323238;335215;
28;229293;240143;259773;283610;305927;326895;339118;
29;231552;242760;262076;286464;309143;330152;342317;
30;233561;244618;264517;288934;311865;332768;345427;
31;235516;246386;266656;291379;314479;335427;348551;
32;236734;247952;268373;293486;316918;337904;351759;
33;238395;249696;270764;295627;319662;340568;354538;
34;239565;251107;272233;297501;321558;342919;357167;
35;241304;253103;273864;299483;323664;344654;359392;
36;242724;254202;275274;301104;325662;346534;361580;
37;244450;255617;276841;303050;327471;348838;363608;
38;245991;257145;278680;304692;329577;350694;365716;
39;247276;258876;280704;306574;331112;353078;367696;
40;248534;260837;282026;308183;332808;355016;369360;
41;250213;262616;283766;309874;334516;356868;370498;
42;252663;264448;285655;311773;336189;358670;372182;
43;254735;266596;287846;313454;338151;360181;373464;
44;256495;267775;289394;314662;339226;360774;374324;
45;256547;267966;289554;314578;339010;360353;373973;
46;256556;268195;289728;314471;338726;360103;373591;
47;259286;270882;292211;316729;340461;362270;376663;
48;268667;279957;301348;325686;349380;371045;385455;
49;277014;288556;309724;333911;357531;379043;393284;
50;281722;293185;314084;338158;361778;382999;397155;
51;293252;304756;325360;349385;372870;393690;407715;
52;298664;310381;330787;354512;377718;398375;412446;
53;306439;317947;338247;361850;384760;405408;418958;
54;310900;322043;342212;365581;388263;408613;421914;
55;313415;324858;344531;367608;389854;410087;423026;
56;312837;323833;343466;366160;388087;408102;420539;
57;313689;324316;343680;366018;387572;407569;419356;
58;312057;322468;341479;363398;384454;404463;415860;
59;313596;323839;342574;363954;384630;404173;415474;
60;311059;320938;339396;360363;380617;399862;410780;
61;308906;318514;336607;357072;376800;395498;406330;
62;311599;320726;338609;358453;377578;395789;406519;
63;316292;325489;342673;362008;380639;398173;408570;
64;310343;319294;336251;354759;372759;389603;399812;
65;314031;322633;339066;356925;374276;390575;400946;
66;314522;322988;338603;355916;372570;388335;398290;
67;313331;321522;336916;353281;369444;384170;393530;
68;310500;318472;333131;348761;364080;378298;386966;
69;309325;316767;330758;345693;360269;373790;381937;
70;310063;317190;330268;344484;358419;371124;379192;
71;316894;324140;336297;349796;362927;375055;382969;
72;310942;317810;329402;341996;354367;365697;373222;
73;310720;317345;328120;340205;351916;362512;369686;
74;302920;308707;318992;330534;341455;351524;358391;
75;302240;308448;317781;328775;339100;348580;355093;
76;288651;294473;303466;313769;323454;332586;338619;
77;281978;287638;296115;306074;315335;324022;329408;
78;280750;286298;294676;304329;313305;321649;326891;
79;275635;280542;288959;298531;307308;315640;320533;
80;268932;273965;282235;291816;300764;308847;313821;
81;263452;269299;277837;287655;296779;304996;309921;
82;250361;256427;265418;275530;285053;293526;298299;
83;240582;247143;256798;267599;277724;286495;291966;
84;227534;235206;245753;257164;268282;277503;283418;
85;218883;226736;238385;251297;263548;273862;280323;
86;202481;210668;223413;237336;250593;261820;268778;
87;186036;194799;208596;223673;238129;250477;258070;
88;168244;177087;192201;208354;224135;237544;246050;
89;147580;156609;172362;189547;206397;221251;230311;
90;120607;129147;144655;161562;178245;193369;202705;
91;97672;106040;120957;137548;154213;169683;179011;
92;76724;84366;98210;114073;130179;145500;154745;
93;57655;64499;76803;91310;106368;120946;129725;
94;43141;49050;60216;73464;87657;101573;109994;
95;29914;34785;44079;55454;67905;80544;88309;
96;20008;23823;31307;40841;51538;62780;69705;
97;13018;15891;21770;29564;38569;48280;54385;
98;7992;10044;14397;20422;27703;35700;40782;
99;4762;6166;9299;13817;19529;25950;30110;
100;2512;3368;5352;8343;12303;16902;19963;
101;1295;1808;3021;4960;7659;10922;13122;
102;638;920;1636;2844;4610;6846;8371;
103;290;437;830;1529;2617;4053;5066;
104;124;196;398;783;1420;2302;2942;
105;48;80;173;368;707;1204;1587;
106;18;31;73;168;345;620;840;
107;6;11;29;71;156;297;416;
108;2;4;10;28;66;133;192;
109;1;1;3;10;26;56;84;
110 e oltre;0;0;1;5;14;33;53;
Totale;23249271;23986370;25410341;27089145;28691887;30256948;31129141;
"Femmine"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;143712;154992;175940;205313;233721;260564;276882;
1;144791;155567;176757;205357;233450;259670;276018;
2;145315;156005;177156;205452;233014;259180;274920;
3;146304;156884;177743;205808;232637;258708;273496;
4;147553;158038;178668;205872;232569;258339;272399;
5;148505;159299;179532;206294;232333;257620;272002;
6;149811;160613;180535;206844;232368;257498;271432;
7;151124;162132;181726;207412;232552;256910;271056;
8;152672;163552;182990;208279;232750;256687;270669;
9;154281;165462;184527;209409;233297;256886;270600;
10;156392;167188;186090;210353;234129;257061;270432;
11;158683;169428;187855;211737;234899;257488;270318;
12;160872;171864;189947;213382;236103;258018;270745;
13;163505;174433;192163;215153;237545;259083;271678;
14;166249;177313;194678;217160;239277;259974;272623;
15;169325;180164;197363;219660;241329;261653;274117;
16;172715;183042;200337;222209;243665;263284;275379;
17;176385;186154;203169;224828;245969;265320;277186;
18;179776;189438;206432;227864;248676;267553;279301;
19;183316;193271;209851;231404;251982;270459;282228;
20;187321;197169;213734;235014;255362;273995;285148;
21;191306;201437;217724;238919;259256;277789;288898;
22;195354;205411;221878;243142;263460;282177;292816;
23;199259;209234;225927;247056;267560;286437;296515;
24;202649;212613;229767;250932;271522;290234;300787;
25;206178;216210;233179;254560;275048;293969;304737;
26;208494;219130;235889;257623;278206;297044;307891;
27;210735;221312;238639;260353;280997;300001;311161;
28;212711;222841;240679;262677;283323;302742;313664;
29;214297;224555;242408;264656;285498;304922;316033;
30;215397;225657;243433;266182;287057;306598;317394;
31;216744;226872;245036;267649;288868;307744;319173;
32;217277;227961;246265;268813;290067;308796;320231;
33;218340;229049;247700;270067;291467;310353;321536;
34;219653;230183;248795;271155;292651;311604;323166;
35;220947;231499;250135;272450;294175;312512;324929;
36;221952;232612;251208;273511;295214;313415;326281;
37;223102;233909;252568;274990;296517;314614;327883;
38;224797;235340;253879;276286;297666;316106;329054;
39;226868;236739;255708;277914;298957;318002;330976;
40;228256;238352;257143;279376;300373;319548;332054;
41;229776;240247;258708;280999;302037;321231;333454;
42;232108;242120;260508;282890;303893;323124;334902;
43;234207;244106;262670;284613;305616;324834;336117;
44;235658;245519;264145;285926;306950;325413;336859;
45;236401;245701;264493;286040;307030;325424;336698;
46;236583;246388;264989;286150;307253;325570;336871;
47;240624;250797;269322;290313;310874;329634;341971;
48;249392;259560;278176;299146;319717;338597;350741;
49;258045;268155;286857;307754;328201;347051;359384;
50;263649;273685;292253;313183;333500;352376;364778;
51;275162;285183;303802;324560;344952;363647;375955;
52;280506;290567;308886;329768;349989;368563;380916;
53;287966;298044;316184;336915;357095;375517;387602;
54;292720;302740;320848;341438;361439;379540;391673;
55;296678;306566;324611;344975;364788;382623;394756;
56;295152;305199;322951;343097;362791;380490;392276;
57;295216;305136;322735;342608;362017;379655;391188;
58;293410;303057;320381;340048;359207;376598;387845;
59;297414;306839;323678;343110;361914;378935;390074;
60;294998;304257;320879;339942;358463;375236;385914;
61;293337;302385;318619;337401;355532;371945;382406;
62;295429;304218;320269;338529;356300;372339;382463;
63;299416;307841;323593;341431;358890;374456;384177;
64;295038;303104;318576;335902;352972;367969;377422;
65;294455;302347;317191;334123;350734;365371;374280;
66;293761;301224;315686;332069;348157;362314;370926;
67;293487;300665;314550;330529;345969;359843;367901;
68;291772;298581;311888;327337;342158;355708;363260;
69;293845;300526;313268;328076;342365;355226;362587;
70;298964;305377;317569;331870;345456;357772;365040;
71;308202;314487;326187;339921;352963;364598;371405;
72;305935;312039;323063;336173;348624;359609;366247;
73;308833;314767;325389;337843;349722;359983;366336;
74;307179;312968;323162;334937;346313;355954;362061;
75;311565;317106;326970;338060;348873;358097;363991;
76;303450;308933;318432;328940;339323;347999;353664;
77;301922;307203;316382;326511;336425;344654;350201;
78;308054;313385;322095;331923;341438;349522;354720;
79;308443;313542;322029;331790;341099;349088;353903;
80;307251;312328;321301;330751;339951;347760;352288;
81;310707;316176;325190;334610;343723;351409;356168;
82;304995;310270;319567;329277;338358;346523;351420;
83;300914;306050;315976;326218;335561;344242;349370;
84;298666;304032;314587;325685;335658;345043;350948;
85;298068;303825;315860;328207;339233;349840;356168;
86;289502;296679;309765;323169;335653;347132;354012;
87;280492;288156;302951;318080;332342;345319;353167;
88;267530;276608;293438;310543;326856;341936;350437;
89;249502;259699;277967;297595;316181;333091;343077;
90;218371;228844;248840;269291;289170;307797;318254;
91;189142;200436;221249;243013;264277;284492;296158;
92;161275;172862;194425;216877;239484;260753;273934;
93;131289;142310;163561;186115;209188;230917;244580;
94;108094;118760;139977;162714;186543;209592;223711;
95;83333;93095;112781;134519;157816;180588;194651;
96;62760;71354;89433;109860;132238;154724;168238;
97;45540;52836;68774;87363;108376;129946;142912;
98;31528;37490;50909;67132;86184;106074;118236;
99;21281;25898;36917;50745;67604;85730;97120;
100;12761;16015;24031;34555;47886;62874;72431;
101;7534;9723;15418;23265;33715;45769;53797;
102;4282;5706;9589;15239;23148;32669;39125;
103;2274;3129;5608;9443;15072;22236;27127;
104;1145;1644;3141;5629;9484;14628;18301;
105;529;795;1629;3124;5597;9041;11602;
106;237;372;822;1698;3243;5519;7270;
107;98;162;387;863;1759;3166;4303;
108;37;65;170;412;905;1724;2419;
109;13;25;70;186;443;890;1291;
110 e oltre;6;12;40;121;331;751;1161;
Totale;23590358;24335299;25696430;27266256;28862543;30312982;31053046;
"Totale"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;296436;319719;362855;423473;481998;537338;571057;
1;298901;321165;364901;423841;481800;535818;569534;
2;300417;322342;366045;424290;481195;534985;567602;
3;302551;324388;367503;425257;480427;534130;565131;
4;305292;327005;369549;425603;480679;533790;562893;
5;307430;329729;371436;426675;480583;532435;562043;
6;310546;332452;373745;428000;480653;532196;561003;
7;313389;335773;376346;429357;481248;531648;560449;
8;316388;338858;379099;431328;481949;531109;560098;
9;320028;343121;382342;433848;483255;531870;560340;
10;324270;346921;385781;435994;485053;532818;560273;
11;329026;351738;389558;439070;487133;533618;560007;
12;333349;356892;394006;442718;489628;535412;561635;
13;339394;362536;398886;446673;493013;537546;563716;
14;345585;368593;404182;451180;497155;539979;565876;
15;352545;374967;410255;456778;501747;543781;569476;
16;359817;381510;416787;462544;506820;547937;573032;
17;367894;388089;423224;468473;512342;552567;577188;
18;374828;395831;430291;475169;518621;557468;582149;
19;383030;403783;438075;482688;525555;563972;588109;
20;391038;411661;445599;490064;532904;571342;594615;
21;398955;419549;453410;497786;540123;578507;601812;
22;406795;427208;461746;506003;548541;586924;608880;
23;414377;434541;469873;513562;556213;595041;616273;
24;420873;442389;477235;521165;563601;602498;624781;
25;427493;448714;484386;528482;571163;610296;632263;
26;432748;455040;490329;534906;577654;616917;639227;
27;438381;459634;496345;540904;583741;623261;646296;
28;442044;463167;500355;546287;589173;629829;652929;
29;445926;467568;504421;551119;594504;635335;657685;
30;448887;470465;507890;555116;598946;639411;662615;
