"Previsioni probabilistiche della popolazione residente per sesso, età e regione - base 1.1.2017 - Anni 2017/2065"
"Anno: 2017 - Ripartizione: Italia"
"Maschi"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
75;359866;360217;360788;361421;362046;362588;362937;
76;275449;275755;276254;276803;277347;277818;278120;
77;280415;280752;281320;281950;282566;283116;283465;
78;279867;280261;280913;281628;282334;282950;283332;
79;273438;273887;274617;275413;276206;276889;277318;
80;269773;270273;271122;272026;272936;273713;274190;
81;289408;290037;291103;292225;293366;294320;294924;
82;275746;276443;277621;278872;280138;281187;281844;
83;258706;259457;260745;262111;263494;264640;265361;
84;229244;230022;231352;232765;234195;235384;236138;
85;205186;206002;207393;208867;210362;211616;212409;
86;196762;197680;199235;200884;202558;203969;204855;
87;177444;178411;180041;181788;183554;185056;185992;
88;157624;158628;160319;162140;163980;165548;166539;
89;137984;139013;140740;142604;144485;146100;147123;
90;121887;122951;124729;126655;128600;130277;131335;
91;109740;110857;112714;114734;116778;118547;119655;
92;85203;86205;87870;89686;91528;93125;94126;
93;69804;70750;72313;74028;75770;77287;78235;
94;55680;56546;57969;59542;61140;62540;63413;
95;42509;43267;44508;45884;47284;48519;49293;
96;31742;32392;33446;34625;35822;36886;37558;
97;22949;23485;24350;25325;26319;27202;27764;
98;16311;16741;17435;18223;19027;19742;20202;
99;10932;11255;11777;12373;12984;13530;13882;
100;7099;7331;7709;8143;8588;8989;9248;
101;4329;4485;4740;5034;5338;5612;5790;
102;1696;1763;1873;2000;2133;2253;2331;
103;724;756;807;867;930;988;1025;
104;426;446;480;519;560;597;622;
105;251;264;285;310;337;362;379;
106;155;164;179;196;215;232;243;
107;75;79;87;96;106;115;121;
108;30;32;36;40;44;49;51;
109;11;12;13;14;16;18;19;
110 e oltre;6;6;7;8;9;10;11;
Totale;30799610;30829097;30887943;30949195;31009523;31067108;31102169;
"Totale"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;434936;441014;451531;464234;475736;486708;492771;
1;441406;446740;456014;466856;477196;486961;492000;
2;447208;451414;459329;468730;477439;485781;489909;
3;450531;454025;460464;468216;475239;481929;485390;
4;454263;457133;462008;467792;473357;478439;481111;
5;471480;472001;472948;473963;474984;475930;476427;
6;489350;489845;490775;491768;492762;493694;494185;
7;506388;506865;507777;508746;509709;510625;511111;
8;516315;516776;517659;518610;519550;520444;520927;
9;539524;539979;540841;541773;542690;543561;544048;
10;550487;550920;551779;552678;553584;554440;554910;
11;565869;566299;567145;568019;568910;569743;570207;
12;575146;575581;576413;577267;578154;578960;579414;
13;581953;582379;583195;584048;584910;585723;586167;
14;579983;580415;581207;582072;582931;583734;584185;
15;581086;581524;582303;583186;584058;584861;585303;
16;577932;578384;579179;580081;580981;581795;582234;
17;584327;584813;585649;586598;587551;588405;588854;
18;580824;581361;582243;583286;584326;585260;585737;
19;579176;579766;580759;581936;583100;584186;584725;
20;587221;587885;589037;590399;591744;592999;593625;
21;600409;601208;602547;604143;605717;607199;607947;
22;594621;595539;597102;598968;600802;602536;603413;
23;603370;604425;606239;608377;610490;612472;613463;
24;609163;610382;612414;614820;617193;619420;620535;
25;614259;615619;617872;620532;623183;625620;626812;
26;616005;617480;619906;622789;625665;628223;629532;
27;623686;625256;627905;630910;633947;636639;638065;
28;637040;638582;641335;644462;647580;650386;651916;
29;662327;663915;666733;669913;673072;675983;677557;
30;661068;662688;665513;668711;671856;674777;676411;
31;672623;674168;677057;680153;683242;686167;687752;
32;670855;672364;675223;678209;681211;684055;685600;
33;685102;686545;689294;692156;695084;697817;699289;
34;671384;672734;675393;678119;680937;683514;684953;
35;674132;675408;677919;680512;683190;685624;687003;
36;694026;695237;697619;700071;702578;704910;706186;
37;704792;705936;708153;710481;712832;715051;716247;
38;715537;716624;718691;720889;723079;725138;726298;
39;738380;739406;741346;743403;745449;747376;748452;
40;743234;744199;746014;747943;749859;751663;752659;
41;760855;761763;763474;765269;767065;768745;769674;
42;783223;784076;785678;787356;789045;790612;791481;
43;823591;824395;825900;827473;829058;830527;831339;
44;849121;849866;851278;852754;854241;855618;856374;
45;885027;885729;887042;888427;889823;891118;891796;
46;924879;925555;926772;928080;929395;930608;931239;
47;960999;961657;962802;964031;965259;966401;967000;
48;954204;954818;955903;957058;958213;959294;959849;
49;962756;963339;964349;965444;966535;967553;968069;
50;971144;971674;972619;973660;974688;975651;976139;
51;961759;962249;963140;964123;965100;966007;966468;
52;986909;987381;988223;989147;990073;990931;991374;
53;978822;979282;980077;980949;981831;982650;983055;
54;981133;981559;982333;983149;983982;984762;985163;
55;987759;988164;988895;989685;990475;991220;991614;
56;984036;984422;985104;985860;986617;987324;987696;
57;994743;995138;995761;996498;997221;997887;998253;
58;931692;932072;932657;933364;934052;934687;935033;
59;898563;898939;899483;900158;900816;901421;901742;
60;877957;878329;878850;879497;880129;880705;881015;
61;848413;848778;849280;849902;850507;851066;851359;
62;825544;825898;826399;826999;827580;828122;828424;
63;785844;786191;786670;787250;787813;788340;788639;
64;775419;775758;776235;776810;777368;777884;778194;
65;756378;756715;757210;757775;758325;758848;759169;
66;738326;738678;739169;739734;740291;740811;741136;
67;723186;723529;724018;724603;725174;725698;725996;
68;685890;686199;686712;687298;687866;688384;688681;
69;670612;670908;671454;672054;672625;673166;673450;
70;663391;663690;664255;664888;665479;666071;666341;
71;681891;682201;682815;683514;684169;684804;685117;
72;678843;679187;679855;680606;681325;681996;682321;
73;700408;700782;701537;702384;703187;703941;704302;
74;676406;676797;677606;678506;679371;680155;680539;
75;666153;666554;667439;668423;669361;670213;670647;
76;505902;506253;507000;507851;508660;509394;509754;
77;510900;511278;512122;513077;513996;514808;515227;
78;503770;504187;505112;506171;507195;508102;508551;
79;487947;488397;489428;490589;491710;492698;493216;
80;476191;476701;477834;479134;480387;481460;482053;
81;505446;506048;507425;509014;510544;511848;512600;
82;477153;477812;479296;481028;482686;484113;484918;
83;440944;441670;443273;445108;446875;448401;449281;
84;385290;386037;387655;389511;391299;392852;393726;
85;338262;338986;340691;342567;344417;345987;346865;
86;319764;320618;322433;324505;326523;328258;329239;
87;283056;283952;285805;287940;290047;291842;292858;
88;247291;248244;250108;252300;254454;256289;257333;
89;211863;212856;214711;216917;219069;220918;221993;
90;184213;185210;187121;189352;191554;193432;194526;
91;162317;163385;165344;167625;169884;171842;172906;
92;123978;124974;126699;128715;130723;132470;133461;
93;99266;100223;101853;103703;105578;107227;108103;
94;77730;78661;80107;81782;83502;84998;85771;
95;58151;58935;60214;61659;63146;64481;65148;
96;42576;43277;44358;45576;46838;47981;48581;
97;30355;30935;31823;32820;33857;34791;35309;
98;21312;21766;22481;23283;24126;24880;25305;
99;14035;14366;14901;15506;16146;16714;17047;
100;9006;9245;9630;10070;10532;10949;11199;
101;5436;5596;5855;6150;6464;6747;6924;
102;2108;2177;2288;2415;2552;2675;2753;
103;894;924;977;1037;1102;1161;1198;
104;519;539;573;611;654;692;716;
105;303;316;338;363;391;416;431;
106;186;195;210;227;246;263;274;
107;87;92;100;109;119;128;134;
108;36;38;42;46;50;55;57;
109;12;13;15;16;18;20;21;
110 e oltre;7;7;8;9;10;11;12;
Totale;60302878;60364010;60464812;60585337;60696204;60807630;60872163;
"Anno: 2023 - Ripartizione: Italia"
"Maschi"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;221531;225055;231092;238373;245130;251375;254775;
1;225028;228294;233620;240206;246221;251826;254881;
2;228701;231535;236281;241905;247341;252236;254892;
3;231929;234223;238364;243213;247860;252011;254252;
4;234013;235943;239221;243291;247011;250401;252282;
5;236321;237858;240376;243415;246340;248999;250427;
6;244184;244544;245255;246000;246754;247447;247840;
7;253674;254033;254727;255452;256192;256875;257258;
8;262492;262844;263524;264235;264961;265629;266000;
9;267325;267671;268341;269034;269743;270399;270757;
10;279363;279701;280352;281036;281727;282370;282724;
11;285274;285607;286236;286915;287591;288225;288575;
12;293539;293883;294486;295167;295835;296457;296807;
13;298271;298603;299204;299878;300548;301157;301499;
14;301409;301743;302342;303019;303692;304301;304634;
15;301158;301515;302124;302811;303505;304122;304448;
16;302480;302851;303467;304189;304908;305552;305891;
17;301513;301904;302558;303323;304087;304786;305131;
18;304168;304588;305286;306114;306932;307704;308084;
19;302899;303354;304120;305041;305941;306796;307227;
20;302336;302835;303695;304732;305747;306713;307187;
21;307082;307647;308614;309791;310944;312034;312569;
22;314552;315194;316290;317619;318924;320156;320763;
23;311185;311901;313146;314641;316106;317497;318176;
24;318062;318883;320288;321960;323592;325135;325919;
25;322012;322955;324518;326362;328180;329905;330736;
26;324630;325663;327395;329418;331437;333279;334191;
27;325593;326725;328585;330765;332948;334895;335913;
28;328414;329630;331637;333923;336227;338269;339365;
29;333630;334858;336934;339323;341709;343842;344988;
30;346295;347500;349648;352099;354532;356707;357920;
31;344897;346112;348271;350726;353161;355363;356586;
32;350400;351604;353751;356172;358571;360765;361986;
33;347388;348593;350674;353040;355353;357510;358714;
34;353692;354799;356836;359094;361323;363407;364554;
35;345098;346159;348138;350262;352372;354354;355460;
36;345410;346395;348294;350279;352267;354148;355175;
37;353708;354637;356406;358260;360152;361882;362854;
38;358260;359100;360747;362471;364243;365852;366748;
39;362927;363686;365237;366832;368475;369968;370800;
40;372738;373462;374877;376365;377875;379271;380040;
41;373813;374488;375785;377166;378560;379834;380568;
42;383337;383967;385169;386435;387706;388890;389546;
43;392297;392878;393969;395148;396311;397409;398020;
44;412324;412865;413865;414951;416020;417038;417579;
45;423592;424108;425032;426035;427009;427943;428439;
46;440669;441133;441987;442905;443804;444656;445119;
47;459759;460176;460968;461815;462647;463435;463859;
48;476856;477249;477986;478760;479533;480240;480653;
49;472241;472597;473264;473985;474690;475348;475729;
50;476545;476873;477483;478156;478802;479421;479767;
51;478241;478562;479121;479741;480347;480913;481229;
52;473746;474054;474553;475142;475715;476235;476540;
53;484897;485199;485661;486213;486749;487234;487518;
54;479979;480266;480709;481221;481730;482170;482454;
55;479306;479588;480000;480482;480963;481374;481661;
56;483932;484212;484612;485069;485533;485930;486200;
57;481240;481511;481894;482340;482784;483187;483423;
58;485178;485427;485827;486258;486693;487080;487308;
59;451368;451601;451984;452402;452817;453191;453408;
60;433438;433671;434044;434458;434865;435230;435457;
61;422000;422226;422612;423015;423418;423789;424011;
62;406750;406977;407370;407771;408181;408546;408764;
63;394811;395037;395450;395854;396277;396638;396873;
64;373524;373749;374166;374571;375002;375359;375602;
65;367965;368212;368636;369066;369508;369885;370141;
66;357839;358112;358551;358999;359456;359850;360111;
67;347883;348173;348624;349097;349572;349978;350267;
68;338814;339127;339592;340093;340588;341010;341318;
69;321306;321618;322093;322611;323117;323558;323844;
70;311744;312054;312560;313103;313638;314101;314407;
71;306742;307071;307609;308190;308759;309274;309583;
72;313868;314229;314840;315491;316135;316716;317052;
73;310610;310993;311667;312376;313081;313724;314086;
74;317502;317936;318691;319498;320289;321025;321433;
75;304420;304870;305670;306532;307374;308162;308592;
76;296138;296625;297501;298440;299348;300207;300687;
77;221823;222233;222968;223761;224530;225253;225654;
78;220746;221207;222024;222908;223765;224570;225016;
79;213103;213634;214502;215468;216402;217283;217759;
80;202746;203315;204265;205304;206314;207254;207790;
81;193536;194155;195199;196321;197426;198418;199027;
82;200632;201367;202614;203944;205258;206445;207150;
83;185061;185825;187143;188551;189937;191190;191935;
84;165464;166248;167594;169035;170462;171744;172504;
85;139764;140518;141819;143212;144592;145841;146576;
86;117365;118085;119333;120673;122000;123206;123915;
87;106651;107374;108674;110072;111457;112706;113449;
88;89828;90515;91766;93111;94450;95647;96372;
89;74686;75335;76517;77794;79066;80201;80896;
90;60159;60753;61835;63006;64174;65217;65860;
91;49507;50064;51071;52166;53258;54236;54845;
92;40674;41193;42124;43142;44161;45076;45646;
93;29180;29598;30350;31173;32000;32744;33208;
94;21491;21839;22458;23143;23832;24451;24840;
95;15538;15822;16322;16882;17445;17952;18273;
96;10605;10822;11203;11633;12066;12460;12708;
97;7079;7243;7527;7851;8177;8478;8665;
98;4657;4775;4983;5222;5463;5685;5823;
99;3010;3095;3243;3415;3589;3748;3847;
100;1775;1829;1925;2036;2149;2253;2318;
101;1028;1062;1123;1194;1266;1333;1375;
102;557;577;613;655;698;738;763;
103;193;201;215;230;247;262;272;
104;74;77;82;89;96;102;107;
105;37;39;42;46;49;53;55;
106;19;20;22;24;26;28;30;
107;10;11;12;13;14;16;16;
108;4;4;5;5;6;6;6;
109;2;2;2;2;2;3;3;
110 e oltre;1;1;1;1;1;1;1;
Totale;29453906;29502322;29575424;29662214;29743617;29823676;29870001;
"Femmine"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;208302;211604;217309;224168;230528;236405;239623;
1;210975;213993;219058;225244;230860;236193;239043;
2;213795;216429;220931;226202;231257;235942;238411;
3;216231;218417;222249;226798;231074;235073;237111;
4;217555;219333;222484;226238;229649;232903;234626;
5;219105;220521;222905;225725;228433;230923;232209;
6;227992;228283;228794;229348;229909;230432;230703;
7;236417;236703;237203;237740;238287;238793;239053;
8;244688;244965;245454;245979;246509;246992;247256;
9;249826;250101;250581;251094;251606;252085;252341;
10;261082;261339;261806;262310;262812;263278;263530;
11;266201;266453;266911;267401;267895;268349;268597;
12;273399;273643;274090;274570;275052;275500;275736;
13;278064;278297;278735;279206;279674;280115;280350;
14;281858;282085;282512;282977;283432;283863;284103;
15;280289;280512;280934;281390;281839;282263;282502;
16;280300;280518;280945;281391;281843;282262;282495;
17;278439;278668;279100;279553;280014;280445;280677;
18;282685;282937;283376;283877;284360;284818;285078;
19;281094;281380;281872;282438;282992;283504;283775;
20;280714;281066;281636;282307;282972;283579;283889;
21;284675;285094;285778;286597;287396;288156;288523;
22;290957;291449;292276;293259;294225;295132;295587;
23;288892;289471;290446;291607;292745;293809;294354;
24;290866;291537;292652;293981;295280;296515;297123;
25;292574;293344;294585;296060;297530;298866;299527;
26;294809;295631;296986;298569;300137;301557;302294;
27;295280;296102;297542;299206;300839;302327;303121;
28;299772;300610;302110;303805;305476;307013;307859;
29;307457;308300;309837;311534;313204;314772;315642;
30;319712;320531;322110;323747;325414;326985;327821;
31;319505;320296;321844;323451;325091;326602;327440;
32;325140;325909;327394;328971;330540;332023;332843;
33;326006;326754;328165;329701;331202;332619;333422;
34;333613;334328;335690;337145;338589;339940;340680;
35;328158;328850;330142;331530;332909;334204;334893;
36;330308;330977;332198;333522;334829;336067;336722;
37;341682;342328;343481;344741;345984;347159;347776;
38;347712;348327;349427;350620;351805;352924;353501;
39;353612;354192;355237;356375;357513;358565;359116;
40;366444;366998;367993;369082;370170;371167;371699;
41;370066;370584;371544;372581;373618;374571;375072;
42;377992;378490;379412;380402;381388;382304;382802;
43;391256;391736;392615;393565;394506;395380;395861;
44;411428;411891;412734;413643;414544;415389;415854;
45;425510;425935;426743;427620;428481;429300;429755;
46;444164;444563;445347;446194;447021;447819;448240;
47;464758;465142;465887;466705;467494;468274;468663;
48;483592;483974;484679;485473;486230;486977;487362;
49;481275;481649;482316;483086;483815;484537;484912;
50;485326;485697;486326;487079;487781;488483;488847;
51;491783;492133;492746;493467;494146;494827;495162;
52;486679;487013;487599;488298;488957;489607;489941;
53;500358;500687;501252;501927;502576;503192;503514;
54;496924;497243;497792;498448;499076;499669;499976;
55;499606;499907;500441;501070;501677;502254;502556;
56;501248;501550;502068;502668;503251;503796;504100;
57;499873;500169;500655;501236;501794;502304;502608;
58;506237;506517;506987;507552;508085;508582;508861;
59;476867;477125;477577;478117;478625;479111;479356;
60;461373;461619;462052;462573;463058;463529;463753;
61;451867;452099;452509;453012;453486;453922;454144;
62;437250;437473;437868;438348;438801;439224;439446;
63;425939;426161;426555;427018;427469;427866;428080;
64;407269;407479;407877;408322;408760;409133;409364;
65;401898;402102;402492;402941;403367;403750;403978;
66;392488;392700;393085;393536;393961;394352;394565;
67;383847;384063;384444;384906;385340;385732;385962;
68;377155;377359;377776;378241;378685;379094;379316;
69;356967;357185;357599;358066;358520;358929;359154;
70;350570;350804;351242;351731;352201;352634;352863;
71;347454;347725;348185;348709;349213;349675;349915;
72;357437;357736;358254;358843;359411;359922;360192;
73;356464;356808;357379;358019;358649;359202;359502;
74;369322;369727;370380;371108;371821;372446;372814;
75;357276;357716;358427;359205;359976;360636;361058;
76;353716;354190;354977;355847;356697;357448;357916;
77;270031;270451;271138;271894;272634;273284;273694;
78;274123;274594;275384;276250;277104;277844;278307;
79;272617;273159;274060;275044;276016;276854;277379;
80;265215;265832;266853;267951;269050;269984;270562;
81;260359;261056;262231;263476;264734;265788;266442;
82;277678;278541;280017;281559;283125;284425;285239;
83;262790;263752;265371;267081;268803;270242;271127;
84;244663;245697;247453;249308;251169;252743;253721;
85;214826;215880;217680;219585;221497;223125;224137;
86;190233;191312;193179;195154;197140;198832;199895;
87;180180;181370;183438;185627;187828;189716;190901;
88;160165;161403;163558;165839;168133;170111;171368;
89;139960;141231;143434;145773;148130;150163;151466;
90;120347;121628;123828;126186;128561;130615;131931;
91;104241;105543;107754;110144;112554;114644;115980;
92;91939;93273;95527;97977;100456;102607;103982;
93;69834;71001;72971;75121;77304;79203;80417;
94;55805;56882;58686;60667;62683;64445;65570;
95;43286;44250;45850;47619;49426;51010;52024;
96;32071;32893;34244;35752;37292;38661;39529;
97;23220;23899;25010;26264;27546;28693;29422;
98;16240;16777;17655;18655;19681;20604;21194;
99;11110;11521;12197;12973;13771;14493;14959;
100;7135;7428;7914;8476;9056;9584;9927;
101;4415;4616;4949;5338;5742;6111;6353;
102;2554;2682;2895;3145;3407;3648;3806;
103;947;998;1085;1188;1297;1397;1464;
104;381;404;442;488;537;582;612;
105;210;224;247;275;305;334;352;
106;115;124;138;155;173;191;202;
107;67;72;81;92;103;115;123;
108;30;32;37;42;48;54;57;
109;11;12;14;16;19;21;23;
110 e oltre;5;6;7;8;10;11;12;
Totale;30720887;30759679;30835236;30914137;30991434;31065921;31109093;
"Totale"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;429846;436663;448375;462542;475684;487776;494392;
1;436018;442283;452694;465450;477080;488024;493903;
2;442500;447942;457183;468107;478614;488279;493203;
3;448098;452663;460595;470011;478922;487091;491382;
4;451585;455213;461688;469529;476678;483305;486795;
5;455405;458405;463261;469140;474777;479886;482656;
6;472175;472834;474042;475348;476653;477865;478514;
7;490098;490726;491926;493193;494461;495654;496295;
8;507182;507804;508964;510214;511448;512617;513255;
9;517180;517772;518896;520128;521328;522466;523104;
10;540464;541037;542157;543346;544528;545641;546272;
11;551498;552059;553160;554317;555484;556572;557176;
12;566962;567524;568609;569737;570893;571953;572547;
13;576340;576900;577970;579084;580219;581273;581848;
14;583276;583831;584877;585996;587111;588163;588746;
15;581458;582039;583054;584202;585324;586378;586965;
16;582796;583383;584405;585579;586737;587795;588369;
17;579975;580580;581648;582876;584093;585193;585775;
18;586853;587535;588666;589991;591305;592495;593107;
19;583984;584741;585996;587479;588953;590301;590959;
20;583054;583917;585350;587039;588705;590284;591060;
21;591776;592750;594410;596388;598331;600151;601081;
22;605512;606650;608578;610878;613140;615274;616348;
23;600068;601378;603597;606247;608845;611288;612533;
24;608927;610434;612946;615941;618885;621650;623026;
25;614591;616297;619101;622422;625707;628785;630256;
26;619450;621317;624360;627987;631591;634839;636475;
27;620846;622823;626160;629971;633792;637203;639028;
28;628251;630222;633715;637728;641690;645252;647193;
29;641132;643161;646746;650856;654915;658608;660620;
30;665984;668053;671704;675845;679912;683657;685762;
31;664385;666415;670095;674176;678197;681961;684058;
32;675539;677505;681206;685143;689054;692774;694827;
33;673452;675317;678956;682741;686582;690158;692117;
34;687333;689122;692609;696239;699956;703345;705240;
35;673329;675022;678339;681792;685343;688561;690368;
36;675801;677371;680526;683801;687151;690223;691913;
37;695423;696941;699890;703001;706125;709056;710644;
38;705971;707394;710161;713091;716011;718776;720289;
39;716504;717868;720438;723207;725940;728510;729946;
40;739165;740440;742867;745447;748000;750420;751758;
41;743855;745059;747338;749747;752140;754394;755643;
42;761317;762441;764595;766838;769085;771181;772343;
43;783526;784594;786610;788713;790827;792776;793877;
44;823737;824740;826623;828594;830570;832406;833435;
45;849115;850039;851800;853654;855508;857232;858174;
46;884825;885720;887350;889099;890848;892472;893316;
47;924480;925352;926873;928520;930150;931677;932475;
48;960427;961254;962683;964233;965765;967203;967956;
49;953490;954259;955608;957072;958518;959870;960573;
50;961864;962584;963842;965234;966596;967874;968535;
51;970060;970703;971889;973208;974502;975709;976325;
52;960460;961080;962200;963440;964671;965808;966397;
53;985318;985921;986976;988141;989300;990391;990934;
54;976981;977569;978577;979669;980768;981809;982329;
55;978999;979529;980502;981552;982605;983580;984097;
56;985309;985814;986729;987737;988733;989668;990161;
57;981254;981765;982613;983576;984525;985403;985893;
58;991578;992082;992863;993809;994720;995569;996025;
59;928396;928896;929618;930518;931385;932187;932610;
60;894998;895478;896164;897031;897859;898626;899033;
61;874055;874537;875195;876026;876820;877566;877952;
62;844200;844673;845326;846119;846884;847604;847993;
63;821002;821467;822095;822873;823616;824311;824712;
64;781064;781528;782142;782893;783616;784296;784687;
65;770191;770627;771260;772007;772720;773400;773812;
66;750695;751152;751796;752535;753251;753934;754354;
67;732172;732610;733247;734003;734733;735409;735808;
68;716488;716888;717562;718334;719079;719758;720150;
69;678817;679212;679911;680677;681414;682104;682470;
70;662930;663316;664031;664834;665575;666328;666685;
71;654895;655291;656044;656899;657691;658468;658843;
72;672129;672562;673393;674334;675224;676053;676482;
73;667999;668479;669379;670394;671354;672253;672692;
74;687929;688434;689460;690605;691698;692706;693176;
75;662904;663418;664504;665738;666896;667960;668498;
76;651215;651749;652927;654287;655555;656708;657315;
77;493017;493484;494501;495654;496754;497739;498239;
78;496197;496720;497856;499158;500398;501500;502066;
79;487232;487797;489062;490512;491895;493128;493754;
80;469648;470278;471664;473255;474777;476107;476816;
81;455795;456495;458024;459797;461495;462957;463786;
82;480667;481475;483330;485503;487567;489334;490341;
83;450387;451269;453287;455632;457858;459782;460879;
84;412740;413716;415881;418343;420696;422745;423895;
85;357179;358132;360342;362797;365164;367250;368390;
86;310120;311156;313338;315827;318255;320317;321495;
87;289498;290627;292982;295698;298358;300605;301869;
88;252618;253808;256168;258950;261661;263980;265288;
89;217139;218411;220767;223567;226301;228647;230031;
90;182870;184095;186428;189192;191913;194218;195574;
91;156002;157240;159596;162309;165005;167338;168610;
92;134720;136061;138399;141119;143848;146203;147519;
93;100740;101893;103942;106295;108664;110749;111893;
94;78703;79849;81696;83810;85977;87895;88857;
95;59997;61008;62638;64501;66452;68158;69030;
96;43564;44437;45816;47385;49014;50486;51242;
97;30953;31696;32831;34115;35458;36676;37344;
98;21383;21961;22856;23878;24955;25924;26463;
99;14473;14906;15602;16388;17225;17974;18416;
100;9143;9449;9944;10512;11117;11668;11992;
101;5592;5801;6142;6531;6950;7333;7569;
102;3204;3334;3550;3800;4069;4315;4473;
103;1175;1228;1316;1419;1530;1632;1699;
104;469;492;531;577;627;673;703;
105;256;269;293;321;352;380;398;
106;140;148;162;179;198;216;227;
107;79;85;94;105;117;128;136;
108;35;37;42;47;53;59;62;
109;13;14;16;18;21;23;25;
110 e oltre;6;7;8;9;10;12;13;
Totale;60208489;60288867;60419355;60576351;60720548;60864901;60951409;
"Anno: 2024 - Ripartizione: Italia"
"Maschi"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;219154;223177;229761;237811;245367;252184;256038;
1;222360;226093;231997;239320;246135;252403;255768;
2;225915;229176;234541;241154;247212;252846;255916;
3;229631;232339;237184;242855;248397;253232;255948;
4;232775;235190;239190;244168;248844;252973;255344;
5;234894;236876;240118;244253;247981;251448;253304;
6;237214;238715;241306;244387;247322;250012;251594;
7;244746;245192;246069;246987;247919;248780;249251;
8;254265;254702;255560;256458;257372;258216;258682;
9;263108;263546;264390;265266;266163;266988;267441;
10;267988;268416;269237;270099;270970;271783;272227;
11;280078;280495;281287;282144;282992;283794;284236;
12;286040;286463;287230;288083;288920;289715;290144;
13;294388;294811;295563;296413;297248;298016;298446;
14;299217;299635;300378;301232;302072;302837;303256;
15;302469;302897;303651;304515;305373;306140;306556;
16;302371;302826;303598;304492;305378;306178;306599;
17;303871;304354;305157;306103;307044;307897;308324;
18;303134;303655;304510;305523;306521;307463;307922;
19;306036;306585;307525;308641;309729;310769;311288;
20;305036;305632;306673;307924;309143;310301;310877;
21;304723;305398;306562;307976;309351;310657;311312;
22;309701;310463;311779;313376;314929;316404;317143;
23;317364;318223;319713;321508;323257;324920;325740;
24;314096;315096;316782;318780;320728;322602;323530;
25;321031;322163;324043;326262;328441;330509;331518;
26;324971;326220;328306;330745;333171;335407;336504;
27;327548;328917;331162;333802;336435;338812;340025;
28;328403;329849;332264;335070;337859;340349;341690;
29;331067;332596;335165;338077;340999;343603;345004;
30;336115;337621;340237;343265;346262;348926;350405;
31;348559;350061;352722;355777;358798;361519;363021;
32;346912;348431;351074;354114;357105;359840;361341;
33;352174;353650;356278;359246;362164;364865;366352;
34;348944;350384;352928;355794;358597;361249;362682;
35;354992;356320;358815;361525;364205;366731;368109;
36;346184;347437;349844;352392;354925;357323;358629;
37;346283;347455;349737;352121;354528;356755;357996;
38;354394;355484;357602;359829;362107;364167;365317;
39;358763;359748;361722;363789;365909;367815;368905;
40;363248;364148;365996;367918;369861;371678;372653;
41;372912;373781;375446;377235;379031;380689;381614;
42;373846;374653;376196;377844;379482;381017;381878;
43;383257;384004;385417;386943;388456;389862;390660;
44;392088;392782;394083;395484;396871;398188;398901;
45;411950;412619;413813;415112;416380;417588;418224;
46;423141;423741;424848;426039;427197;428307;428892;
47;440080;440630;441659;442751;443823;444844;445389;
48;459044;459541;460494;461502;462499;463423;463949;
49;476037;476493;477362;478293;479206;480056;480556;
50;471310;471739;472538;473399;474243;475034;475482;
51;475491;475907;476622;477432;478213;478941;479355;
52;477072;477469;478125;478878;479614;480286;480681;
